,xgb_oof_score
ENSP00000348283,0.09738880395889282
ENSP00000352438,0.21539118885993958
ENSP00000354558,0.901552677154541
ENSP00000355316,0.9631087779998779
ENSP00000358862,0.0489417165517807
ENSP00000368698,0.37106817960739136
ENSP00000381045,0.480503112077713
ENSP00000384109,0.22133371233940125
ENSP00000393262,0.6841860413551331
ENSP00000419782,0.1625174582004547
ENSP00000200453,0.23037874698638916
ENSP00000216133,0.10293712466955185
ENSP00000231498,0.3014419376850128
ENSP00000233557,0.4716886878013611
ENSP00000251127,0.8890145421028137
ENSP00000251287,0.8467053771018982
ENSP00000262888,0.24503487348556519
ENSP00000269397,0.9561760425567627
ENSP00000276072,0.4763498306274414
ENSP00000290310,0.22120970487594604
ENSP00000295206,0.0976821705698967
ENSP00000304308,0.5762191414833069
ENSP00000339527,0.6900114417076111
ENSP00000339992,0.7317920923233032
ENSP00000352442,0.056915223598480225
ENSP00000354568,0.3685636520385742
ENSP00000360200,0.32235610485076904
ENSP00000361824,0.8188218474388123
ENSP00000362777,0.011832824908196926
ENSP00000368547,0.1702181100845337
ENSP00000378736,0.004268552642315626
ENSP00000396620,0.2466469556093216
ENSP00000420321,0.3333730101585388
ENSP00000473172,0.10786117613315582
ENSP00000238789,0.31432056427001953
ENSP00000272937,0.006340011954307556
ENSP00000287647,0.1879362165927887
ENSP00000288221,0.9883803129196167
ENSP00000316042,0.05322154611349106
ENSP00000323275,0.5256210565567017
ENSP00000329212,0.09790104627609253
ENSP00000334813,0.26981720328330994
ENSP00000349640,0.27430257201194763
ENSP00000354478,0.6564040780067444
ENSP00000361066,0.5760289430618286
ENSP00000367408,0.8632749319076538
ENSP00000371875,0.42283880710601807
ENSP00000373637,0.07851845026016235
ENSP00000395323,0.22671040892601013
ENSP00000173229,0.8548101186752319
ENSP00000221996,0.08384663611650467
ENSP00000228468,0.37587976455688477
ENSP00000244520,0.18943803012371063
ENSP00000263864,0.05124460533261299
ENSP00000282397,0.3867349624633789
ENSP00000300231,0.8359684944152832
ENSP00000308405,0.0664619654417038
ENSP00000322142,0.10049350559711456
ENSP00000338173,0.4589073956012726
ENSP00000339353,0.38495028018951416
ENSP00000341680,0.14000365138053894
ENSP00000349325,0.47317835688591003
ENSP00000354877,0.27420175075531006
ENSP00000361949,0.21630698442459106
ENSP00000362441,0.4572567939758301
ENSP00000362618,0.13826733827590942
ENSP00000362621,0.12196926772594452
ENSP00000362717,0.5605828762054443
ENSP00000363822,0.6576785445213318
ENSP00000367830,0.7589569091796875
ENSP00000375736,0.07232137024402618
ENSP00000239144,0.11683646589517593
ENSP00000270722,0.5151235461235046
ENSP00000284073,0.12803100049495697
ENSP00000296585,0.07460799068212509
ENSP00000306253,0.9062225818634033
ENSP00000312981,0.0428549125790596
ENSP00000316032,0.27701133489608765
ENSP00000325817,0.8245630264282227
ENSP00000326603,0.28134673833847046
ENSP00000326806,0.1624847948551178
