row_num,gene_id,ensembl_gene_id,gene_symbol,entrez_id
4991,37133,"ENSG00000119725","ZNF410",57862
4992,23188,"ENSG00000119729","RHOQ",23433
4993,10778,"ENSG00000119737","GPR75",10936
4994,9769,"ENSG00000119760","SUPT7L",9913
4995,77542,"ENSG00000119771","KLHL29",114818
4996,1776,"ENSG00000119772","DNMT3A",1788
4997,34156,"ENSG00000119777","TMEM214",54867
4998,33745,"ENSG00000119778","ATAD2B",54454
4999,2265,"ENSG00000119782","FKBP1B",2281
5000,40858,"ENSG00000119787","ATL2",64225
5001,31126,"ENSG00000119801","YPEL5",51646
5002,25689,"ENSG00000119812","FAM98A",25940
5003,58482,"ENSG00000119820","YIPF4",84272
5004,34101,"ENSG00000119844","AFTPH",54812
5005,28830,"ENSG00000119862","AC008074.2",29094
5006,25676,"ENSG00000119865","CNRIP1",25927
5007,32815,"ENSG00000119866","BCL11A",53335
5008,9283,"ENSG00000119878","CRIPT",9419
5009,4047,"ENSG00000119888","EPCAM",4072
5010,26251,"ENSG00000119899","SLC17A5",26503
5011,55430,"ENSG00000119900","OGFRL1",79627
5012,35008,"ENSG00000119906","FAM178A",55719
5013,3396,"ENSG00000119912","IDE",3416
5014,6933,"ENSG00000119913","TECTB",6975
5015,57650,"ENSG00000119915","ELOVL3",83401
5016,3417,"ENSG00000119917","IFIT3",3437
5017,81454,"ENSG00000119919","NKX2-3",159296
5018,3413,"ENSG00000119922","IFIT2",3433
5019,36951,"ENSG00000119927","GPAM",57678
5020,30558,"ENSG00000119929","CUTC",51076
5021,5475,"ENSG00000119938","PPP1R3C",5507
5022,58987,"ENSG00000119943","PYROXD2",84795
5023,26255,"ENSG00000119946","CNNM1",26507
5024,4575,"ENSG00000119950","MXI1",4601
5025,10139,"ENSG00000119953","SMNDC1",10285
5026,55809,"ENSG00000119965","C10orf88",80007
5027,3053,"ENSG00000119969","HELLS",3070
5028,2817,"ENSG00000119973","PRLHR",2834
5029,25872,"ENSG00000119977","TCTN3",26123
5030,126720,"ENSG00000119979","FAM45B",404636
5031,37831,"ENSG00000119986","AVPI1",60370
5032,35006,"ENSG00000120008","BRWD2",55717
5033,55394,"ENSG00000120029","C10orf76",79591
5034,29810,"ENSG00000120049","KCNIP2",30819
5035,81457,"ENSG00000120051","CCDC147",159686
5036,2788,"ENSG00000120053","GOT1",2805
5037,1360,"ENSG00000120054","CPN1",1369
5038,55748,"ENSG00000120055","C10orf95",79946
5039,6389,"ENSG00000120057","SFRP5",6425
5040,10525,"ENSG00000120063","GNA13",10672
5041,3198,"ENSG00000120068","HOXB8",3218
5042,94160,"ENSG00000120071","KIAA1267",284058
5043,3195,"ENSG00000120075","HOXB5",3215
5044,3197,"ENSG00000120087","HOXB7",3217
5045,1385,"ENSG00000120088","CRHR1",1394
5046,3193,"ENSG00000120093","HOXB3",3213
5047,3191,"ENSG00000120094","HOXB1",3211
5048,1831,"ENSG00000120129","DUSP1",1843
5049,55449,"ENSG00000120137","PANK3",79646
5050,4462,"ENSG00000120149","MSX2",4488
5051,6968,"ENSG00000120156","TEK",7010
5052,10026,"ENSG00000120158","RCL1",10171
5053,55689,"ENSG00000120159","C9orf82",79886
5054,33877,"ENSG00000120160","C9orf11",54586
5055,55620,"ENSG00000120162","MOBKL2B",79817
5056,11013,"ENSG00000120210","INSL6",11172
5057,3616,"ENSG00000120211","INSL4",3641
5058,2299,"ENSG00000120215","MLANA",2315
5059,28861,"ENSG00000120217","CD274",29126
5060,3423,"ENSG00000120235","IFNA6",3443
5061,3425,"ENSG00000120242","IFNA8",3445
5062,2874,"ENSG00000120251","GRIA2",2891
5063,110418,"ENSG00000120253","NUP43",348995
5064,25651,"ENSG00000120254","MTHFD1L",25902
5065,59108,"ENSG00000120256","LRP11",84918
5066,55930,"ENSG00000120262","C6orf97",80129
5067,5078,"ENSG00000120265","PCMT1",5110
5068,36753,"ENSG00000120278","PLEKHG1",57480
5069,55978,"ENSG00000120279","MYCT1",80177
5070,56032,"ENSG00000120280","CXorf21",80231
5071,4090,"ENSG00000120289","MAGEB4",4115
5072,58619,"ENSG00000120306","C5orf32",84418
5073,34142,"ENSG00000120314","WDR55",54853
5074,41012,"ENSG00000120318","ARAP3",64411
5075,35411,"ENSG00000120322","PCDHB8",56128
5076,35409,"ENSG00000120324","PCDHB10",56126
5077,35405,"ENSG00000120327","PCDHB14",56122
5078,35407,"ENSG00000120328","PCDHB12",56124
5079,58118,"ENSG00000120329","SLC25A2",83884
5080,40566,"ENSG00000120332","TNN",63923
5081,40574,"ENSG00000120333","MRPS14",63931
5082,60083,"ENSG00000120334","CENPL",91687
5083,8887,"ENSG00000120337","TNFSF18",8995
5084,59795,"ENSG00000120341","SEC16B",89866
5085,60171,"ENSG00000120370","GORAB",92344
5086,2836,"ENSG00000120436","GPR31",2853
5087,36,"ENSG00000120437","ACAT2",39
5088,6910,"ENSG00000120438","TCP1",6950
5089,58121,"ENSG00000120440","TTLL2",83887
5090,124990,"ENSG00000120451","SNX19",399979
5091,3737,"ENSG00000120457","KCNJ5",3762
5092,55487,"ENSG00000120458","C11orf61",79684
5093,40607,"ENSG00000120471","TP53AIP1",63970
5094,35442,"ENSG00000120498","TEX11",56159
5095,404,"ENSG00000120500","ARR3",407
5096,30729,"ENSG00000120509","PDZD11",51248
5097,58279,"ENSG00000120519","SLC10A7",84068
5098,59145,"ENSG00000120526","NUDCD1",84955
5099,36222,"ENSG00000120533","ENY2",56943
5100,59120,"ENSG00000120539","MASTL",84930
5101,35523,"ENSG00000120549","KIAA1217",56243
5102,,"ENSG00000120555","RP11-291L22.1",
5103,58770,"ENSG00000120563","LYZL1",84569
5104,4334,"ENSG00000120586","MRC1",4360
5105,59088,"ENSG00000120594","PLXDC2",84898
5106,56115,"ENSG00000120616","EPC1",80314
5107,133294,"ENSG00000120645","IQSEC3",440073
5108,58528,"ENSG00000120647","CCDC77",84318
5109,6843,"ENSG00000120656","TAF12",6883
5110,34357,"ENSG00000120658","ENOX1",55068
5111,8534,"ENSG00000120659","TNFSF11",8600
5112,9473,"ENSG00000120662","MTRF1",9617
5113,,"ENSG00000120664","AL139377.1",
5114,34226,"ENSG00000120669","SOHLH2",54937
5115,28839,"ENSG00000120675","DNAJC15",29103
5116,56010,"ENSG00000120685","C13orf23",80209
5117,31049,"ENSG00000120686","UFM1",51569
5118,11033,"ENSG00000120688","WBP4",11193
5119,1982,"ENSG00000120690","ELF1",1997
5120,4068,"ENSG00000120693","SMAD9",4093
5121,10650,"ENSG00000120694","HSPH1",10808
5122,58289,"ENSG00000120696","KBTBD7",84078
5123,29615,"ENSG00000120697","ALG5",29880
5124,11175,"ENSG00000120699","EXOSC8",11340
5125,2092,"ENSG00000120705","ETF1",2107
5126,7003,"ENSG00000120708","TGFBI",7045
5127,30788,"ENSG00000120709","FAM53C",51307
5128,40975,"ENSG00000120725","SIL1",64374
5129,30728,"ENSG00000120727","PAIP2",51247
5130,9358,"ENSG00000120729","MYOT",9499
5131,31260,"ENSG00000120733","KDM3B",51780
5132,1945,"ENSG00000120738","EGR1",1958
5133,26975,"ENSG00000120742","SERP1",27230
5134,5325,"ENSG00000120756","PLS1",5357
5135,22591,"ENSG00000120784","ZFP30",22835
5136,7138,"ENSG00000120798","NR2C1",7181
5137,27085,"ENSG00000120800","UTP20",27340
5138,7069,"ENSG00000120802","TMPO",7112
5139,397,"ENSG00000120805","ARL1",400
5140,57712,"ENSG00000120820","GLT8D2",83468
5141,56099,"ENSG00000120832","MTERFD3",80298
5142,8758,"ENSG00000120833","SOCS2",8835
5143,4770,"ENSG00000120837","NFYB",4801
5144,,"ENSG00000120853","GOLGA2L1",
5145,30502,"ENSG00000120860","CCDC53",51019
5146,314,"ENSG00000120868","APAF1",317
5147,1834,"ENSG00000120875","DUSP4",1846
5148,,"ENSG00000120885","CLU",
5149,8718,"ENSG00000120889","TNFRSF10B",8795
5150,10029,"ENSG00000120896","SORBS3",10174
5151,2170,"ENSG00000120899","PTK2B",2185
5152,1127,"ENSG00000120903","CHRNA2",1135
5153,145,"ENSG00000120907","ADRA1A",148
5154,5501,"ENSG00000120910","PPP3CC",5533
5155,40869,"ENSG00000120913","PDLIM2",64236
5156,2038,"ENSG00000120915","EPHX2",2053
5157,57472,"ENSG00000120925","RNF170",81790
5158,4848,"ENSG00000120937","NPPB",4879
5159,29647,"ENSG00000120942","UBIAD1",29914
5160,23190,"ENSG00000120948","TARDBP",23435
5161,938,"ENSG00000120949","TNFRSF8",943
5162,41640,"ENSG00000120952","PRAMEF2",65122
5163,30605,"ENSG00000120963","ZNF706",51123
5164,10287,"ENSG00000120992","LYPLA1",10434
5165,57932,"ENSG00000121005","CRISPLD1",83690
5166,10829,"ENSG00000121022","COPS5",10987
5167,,"ENSG00000121031","PRKDC",
5168,81290,"ENSG00000121039","RDH10",157506
5169,8235,"ENSG00000121053","EPX",8288
5170,8114,"ENSG00000121057","AKAP1",8165
5171,8110,"ENSG00000121058","COIL",8161
5172,7662,"ENSG00000121060","TRIM25",7706
5173,37766,"ENSG00000121064","SCPEP1",59342
5174,8347,"ENSG00000121067","SPOP",8405
5175,6869,"ENSG00000121068","TBX2",6909
5176,10091,"ENSG00000121073","SLC35B1",10237
5177,9355,"ENSG00000121075","TBX4",9496
5178,80087,"ENSG00000121083","DYNLL2",140735
5179,,"ENSG00000121089","NACA3P",
5180,35438,"ENSG00000121101","TEX14",56155
5181,57260,"ENSG00000121104","FAM117A",81558
5182,23152,"ENSG00000121152","NCAPH",23397
5183,9102,"ENSG00000121207","LRAT",9227
5184,22995,"ENSG00000121210","KIAA0922",23240
5185,58268,"ENSG00000121211","MND1",84057
5186,78672,"ENSG00000121236","TRIM6",117854
5187,59507,"ENSG00000121270","ABCC11",85320
5188,40884,"ENSG00000121274","PAPD5",64282
5189,110,"ENSG00000121281","ADCY7",113
5190,59092,"ENSG00000121289","CCDC123",84902
5191,36889,"ENSG00000121297","TSHZ3",57616
5192,34557,"ENSG00000121310","ECHDC2",55268
5193,30323,"ENSG00000121314","TAS2R8",50836
5194,55690,"ENSG00000121316","PLBD1",79887
5195,30326,"ENSG00000121318","TAS2R10",50839
5196,166932,"ENSG00000121335","PRB2",653247
5197,55714,"ENSG00000121350","PYROXD1",79912
5198,3355,"ENSG00000121351","IAPP",3375
5199,3739,"ENSG00000121361","KCNJ8",3764
5200,30324,"ENSG00000121377","TAS2R7",50837
5201,55206,"ENSG00000121380","BCL2L14",79370
5202,30322,"ENSG00000121381","TAS2R9",50835
5203,,"ENSG00000121388","CDC42BPB",
5204,34558,"ENSG00000121390","PSPC1",55269
5205,90317,"ENSG00000121406","ZNF549",256051
5206,2,"ENSG00000121410","A1BG",1
5207,41825,"ENSG00000121413","ZSCAN18",65982
5208,10373,"ENSG00000121417","ZNF211",10520
5209,22779,"ENSG00000121440","PDZRN3",23024
5210,59813,"ENSG00000121454","LHX4",89884
5211,6013,"ENSG00000121481","RNF2",6045
5212,57309,"ENSG00000121486","C1orf25",81627
5213,26729,"ENSG00000121542","SEC22A",26984
5214,1464,"ENSG00000121552","CSTA",1475
5215,34500,"ENSG00000121570","DPPA4",55211
5216,40724,"ENSG00000121577","POPDC2",64091
5217,8632,"ENSG00000121578","B4GALT4",8702
5218,56019,"ENSG00000121579","NAT13",80218
5219,936,"ENSG00000121594","CD80",941
5220,57602,"ENSG00000121621","KIF18A",81930
5221,2687,"ENSG00000121634","GJA8",2703
5222,30512,"ENSG00000121644","PPPDE1",51029
5223,9339,"ENSG00000121653","MAPK8IP1",9479
5224,1399,"ENSG00000121671","CRY2",1408
5225,9273,"ENSG00000121680","PEX16",9409
5226,60071,"ENSG00000121690","DEPDC7",91614
5227,843,"ENSG00000121691","CAT",847
5228,29723,"ENSG00000121716","PILRB",29990
5229,7706,"ENSG00000121741","ZMYM2",7750
5230,10646,"ENSG00000121742","GJB6",10804
5231,2684,"ENSG00000121743","GJA3",2700
5232,41359,"ENSG00000121749","TBC1D15",64786
5233,573,"ENSG00000121753","BAI2",576
5234,3044,"ENSG00000121764","HCRTR1",3061
5235,31018,"ENSG00000121766","ZCCHC17",51538
5236,2155,"ENSG00000121769","FABP3",2170
5237,10510,"ENSG00000121774","KHDRBS1",10657
5238,34405,"ENSG00000121775","TMEM39B",55116
5239,8914,"ENSG00000121797","CCRL2",9034
5240,170406,"ENSG00000121807","CCR2",729230
5241,26991,"ENSG00000121848","RNF115",27246
5242,58475,"ENSG00000121851","POLR3GL",84265
5243,2677,"ENSG00000121853","GHSR",2693
5244,8672,"ENSG00000121858","TNFSF10",8743
5245,30675,"ENSG00000121864","ZNF639",51193
5246,22621,"ENSG00000121871","SLITRK3",22865
5247,5258,"ENSG00000121879","PIK3CA",5290
5248,22999,"ENSG00000121892","PDS5A",23244
5249,55810,"ENSG00000121895","TMEM156",80008
5250,10861,"ENSG00000121897","LIAS",11019
5251,78752,"ENSG00000121898","CPXM2",119587
5252,76666,"ENSG00000121900","TMEM54",113452
5253,7536,"ENSG00000121903","ZSCAN20",7579
5254,77508,"ENSG00000121904","CSMD2",114784
5255,3188,"ENSG00000121905","HPCA",3208
5256,35080,"ENSG00000121931","C1orf103",55791
5257,137,"ENSG00000121933","ADORA3",140
5258,22910,"ENSG00000121940","CLCC1",23155
5259,29634,"ENSG00000121957","GPSM2",29899
5260,55515,"ENSG00000121964","GTDC1",79712
5261,7806,"ENSG00000121966","CXCR4",7852
5262,58294,"ENSG00000121988","ZRANB3",84083
5263,89,"ENSG00000121989","ACVR2A",92
5264,30907,"ENSG00000122008","POLK",51426
5265,22742,"ENSG00000122012","SV2C",22987
5266,2306,"ENSG00000122025","FLT3",2322
5267,6112,"ENSG00000122026","RPL21",6144
5268,85508,"ENSG00000122033","MTIF3",219402
5269,2954,"ENSG00000122034","GTF3A",2971
5270,122546,"ENSG00000122035","RASL11A",387496
5271,5380,"ENSG00000122042","UBL3",5412
5272,,"ENSG00000122043","RP11-90M5.1",
5273,58458,"ENSG00000122068","FYTTD1",84248
5274,79452,"ENSG00000122085","MTERFD2",130916
5275,7469,"ENSG00000122121","XPNPEP2",7512
5276,33731,"ENSG00000122122","SASH3",54440
5277,4921,"ENSG00000122126","OCRL",4952
5278,5015,"ENSG00000122133","PAEP",5047
5279,29724,"ENSG00000122136","OBP2A",29991
5280,30598,"ENSG00000122140","MRPS2",51116
5281,30428,"ENSG00000122145","TBX22",50945
5282,2315,"ENSG00000122176","FMOD",2331
5283,4630,"ENSG00000122180","MYOG",4656
5284,34189,"ENSG00000122188","LAX1",54900
5285,5308,"ENSG00000122194","PLG",5340
5286,36455,"ENSG00000122203","KIAA1191",57179
5287,1305,"ENSG00000122218","COPA",1314
5288,31224,"ENSG00000122223","CD244",51744
5289,4038,"ENSG00000122224","LY9",4063
5290,9812,"ENSG00000122254","HS3ST2",9956
5291,5898,"ENSG00000122257","RBBP6",5930
5292,28802,"ENSG00000122299","ZC3H7A",29066
5293,5588,"ENSG00000122304","PRM2",5620
5294,59137,"ENSG00000122335","SERAC1",84947
5295,308,"ENSG00000122359","ANXA11",311
5296,10996,"ENSG00000122367","LDB3",11155
5297,60867,"ENSG00000122375","OPN4",94233
5298,33828,"ENSG00000122376","FAM35B",54537
5299,58503,"ENSG00000122378","C10orf57",84293
5300,7711,"ENSG00000122386","ZNF205",7755
5301,55705,"ENSG00000122390","NAT15",79903
5302,6093,"ENSG00000122406","RPL5",6125
5303,36762,"ENSG00000122417","ODF2L",57489
5304,5705,"ENSG00000122420","PTGFR",5737
5305,,"ENSG00000122432","SPATA1",
5306,33773,"ENSG00000122435","CCDC76",54482
5307,79221,"ENSG00000122477","LRRC39",127495
5308,25699,"ENSG00000122481","RWDD3",25950
5309,58357,"ENSG00000122482","ZNF644",84146
5310,110043,"ENSG00000122483","CCDC18",343099
5311,55674,"ENSG00000122484","RPAP2",79871
5312,55949,"ENSG00000122490","PQLC1",80148
5313,25581,"ENSG00000122497","NBPF14",25832
5314,26986,"ENSG00000122507","BBS9",27241
5315,5363,"ENSG00000122512","PMS2",5395
5316,57879,"ENSG00000122515","ZMIZ2",83637
5317,150890,"ENSG00000122543","OCM",654231
5318,984,"ENSG00000122545","SEPT7",989
5319,56591,"ENSG00000122547","EEPD1",80820
5320,,"ENSG00000122548","KIAA0087",
5321,35260,"ENSG00000122550","KLHL7",55975
5322,40857,"ENSG00000122557","HERPUD2",64224
5323,11170,"ENSG00000122565","CBX3",11335
5324,3161,"ENSG00000122566","HNRNPA2B1",3181
5325,152643,"ENSG00000122574","WIPF3",644150
5326,29743,"ENSG00000122584","NXPH1",30010
5327,4821,"ENSG00000122585","NPY",4852
5328,58866,"ENSG00000122591","FAM126A",84668
5329,3184,"ENSG00000122592","HOXA7",3204
5330,3599,"ENSG00000122641","INHBA",3624
5331,11163,"ENSG00000122642","FKBP9",11328
5332,30732,"ENSG00000122643","NT5C3",51251
5333,9979,"ENSG00000122644","ARL4A",10124
5334,31102,"ENSG00000122674","C7orf28A",51622
5335,27178,"ENSG00000122678","POLM",27434
5336,10122,"ENSG00000122679","RAMP3",10268
5337,29693,"ENSG00000122687","FTSJ2",29960
5338,7248,"ENSG00000122691","TWIST1",7291
5339,34523,"ENSG00000122692","SMU1",55234
5340,81030,"ENSG00000122694","GLIPR2",152007
5341,60129,"ENSG00000122696","MCART1",92014
5342,1202,"ENSG00000122705","CLTA",1211
5343,8374,"ENSG00000122707","RECK",8434
5344,27035,"ENSG00000122711","SPINK4",27290
5345,35935,"ENSG00000122718","OR2S2",56656
5346,79744,"ENSG00000122728","TAF1L",138474
5347,45,"ENSG00000122729","ACO1",48
5348,23104,"ENSG00000122733","KIAA1045",23349
5349,26764,"ENSG00000122735","DNAI1",27019
5350,55106,"ENSG00000122741","WDR32",79269
5351,1262,"ENSG00000122756","CNTFR",1271
5352,36943,"ENSG00000122778","KIAA1549",57670
5353,8728,"ENSG00000122779","TRIM24",8805
5354,54836,"ENSG00000122783","C7orf49",78996
5355,796,"ENSG00000122786","CALD1",800
5356,6678,"ENSG00000122787","AKR1D1",6718
5357,81997,"ENSG00000122824","NUDT10",170685
5358,152956,"ENSG00000122852","SFTPA1",653509
5359,30163,"ENSG00000122859","NEUROG3",50674
5360,5296,"ENSG00000122861","PLAU",5328
5361,5520,"ENSG00000122862","SRGN",5552
5362,9329,"ENSG00000122863","CHST3",9469
5363,55915,"ENSG00000122870","BICC1",80114
5364,,"ENSG00000122872","ARL4P",
5365,35135,"ENSG00000122873","CISD1",55847
5366,1946,"ENSG00000122877","EGR2",1959
5367,11155,"ENSG00000122882","ECD",11319
5368,5001,"ENSG00000122884","P4HA1",5033
5369,7985,"ENSG00000122912","SLC25A16",8034
5370,10971,"ENSG00000122952","ZWINT",11130
5371,9417,"ENSG00000122958","VPS26A",9559
5372,9760,"ENSG00000122965","RBM19",9904
5373,10954,"ENSG00000122966","CIT",11113
5374,28717,"ENSG00000122970","IFT81",28981
5375,32,"ENSG00000122971","ACADS",35
5376,58539,"ENSG00000122986","HVCN1",84329
5377,,"ENSG00000123009","NME2P1",
5378,54879,"ENSG00000123064","DDX54",79039
5379,23144,"ENSG00000123066","MED13L",23389
5380,1025,"ENSG00000123080","CDKN2C",1031
5381,26739,"ENSG00000123091","RNF11",26994
5382,11068,"ENSG00000123094","RASSF8",11228
5383,55201,"ENSG00000123095","BHLHE41",79365
5384,8031,"ENSG00000123096","SSPN",8082
5385,3684,"ENSG00000123104","ITPR2",3709
5386,34586,"ENSG00000123106","CCDC91",55297
5387,40801,"ENSG00000123119","NECAB1",64168
5388,10901,"ENSG00000123124","WWP1",11059
5389,23351,"ENSG00000123130","ACOT9",23597
5390,10402,"ENSG00000123131","PRDX4",10549
5391,10066,"ENSG00000123136","DDX39",10212
5392,5553,"ENSG00000123143","PKN1",5585
5393,54842,"ENSG00000123144","C19orf43",79002
5394,971,"ENSG00000123146","CD97",976
5395,58502,"ENSG00000123154","AC010422.1",84292
5396,10597,"ENSG00000123159","GIPC1",10755
5397,79828,"ENSG00000123165","ACTRT1",139741
5398,57690,"ENSG00000123171","CCDC70",83446
5399,36489,"ENSG00000123178","C13orf1",57213
5400,58848,"ENSG00000123179","EBPL",84650
5401,537,"ENSG00000123191","ATP7B",540
5402,22846,"ENSG00000123200","ZC3H13",23091
5403,,"ENSG00000123201","GUCY1B2",
5404,36759,"ENSG00000123213","NLN",57486
5405,40738,"ENSG00000123219","CENPK",64105
5406,9988,"ENSG00000123240","OPTN",10133
5407,56534,"ENSG00000123243","ITIH5",80760
5408,463,"ENSG00000123268","ATF1",466
5409,9957,"ENSG00000123297","TSFM",10102
5410,37191,"ENSG00000123307","NEUROD4",58158
5411,40934,"ENSG00000123329","ARHGAP9",64333
5412,3054,"ENSG00000123338","NCKAP1L",3071
5413,4301,"ENSG00000123342","MMP19",4327
5414,5172,"ENSG00000123349","PFDN5",5204
5415,41745,"ENSG00000123352","SPATS2",65244
5416,28831,"ENSG00000123353","ORMDL2",29095
5417,3144,"ENSG00000123358","NR4A1",3164
5418,5121,"ENSG00000123360","PDE1B",5153
5419,3209,"ENSG00000123364","HOXC13",3229
5420,1012,"ENSG00000123374","CDK2",1017
5421,4010,"ENSG00000123384","LRP1",4035
5422,3207,"ENSG00000123388","HOXC11",3227
5423,38104,"ENSG00000123395","C12orf44",60673
5424,4752,"ENSG00000123405","NFE2",4778
5425,3208,"ENSG00000123407","HOXC12",3228
5426,40976,"ENSG00000123411","IKZF4",64375
5427,23337,"ENSG00000123415","SMUG1",23583
5428,10229,"ENSG00000123416","TUBA1B",10376
5429,25644,"ENSG00000123427","FAM119B",25895
5430,34998,"ENSG00000123444","KBTBD4",55709
5431,,"ENSG00000123447","TYRL",
5432,1745,"ENSG00000123453","SARDH",1757
5433,1609,"ENSG00000123454","DBH",1621
5434,41331,"ENSG00000123472","ATPAF1",64756
5435,6455,"ENSG00000123473","STIL",6491
5436,34644,"ENSG00000123485","HJURP",55355
5437,3573,"ENSG00000123496","IL13RA2",3598
5438,1291,"ENSG00000123500","COL10A1",1300
5439,259,"ENSG00000123505","AMD1",262
5440,28814,"ENSG00000123545","NDUFAF4",29078
5441,59202,"ENSG00000123552","USP45",85015
5442,5322,"ENSG00000123560","PLP1",5354
5443,6866,"ENSG00000123561","SERPINA7",6906
5444,9499,"ENSG00000123562","MORF4L2",9643
5445,81440,"ENSG00000123569","H2BFWT",158983
5446,30691,"ENSG00000123570","RAB9B",51209
5447,83745,"ENSG00000123572","NRK",203447
5448,79794,"ENSG00000123575","CXorf39",139231
5449,56486,"ENSG00000123576","ESX1",80712
5450,169606,"ENSG00000123584","MAGEA9B",728269
5451,60191,"ENSG00000123594","ATXN3L",92552
5452,9232,"ENSG00000123595","RAB9A",9367
5453,55631,"ENSG00000123600","METTL8",79828
5454,55612,"ENSG00000123607","TTC21B",79809
5455,8988,"ENSG00000123609","NMI",9111
5456,7087,"ENSG00000123610","TNFAIP6",7130
5457,79417,"ENSG00000123612","ACVR1C",130399
5458,29727,"ENSG00000123636","BAZ2B",29994
5459,83789,"ENSG00000123643","SLC36A1",206358
5460,9782,"ENSG00000123684","LPGAT1",9926
5461,34798,"ENSG00000123685","BATF3",55509
5462,29976,"ENSG00000123689","G0S2",50486
5463,3734,"ENSG00000123700","KCNJ2",3759
5464,37097,"ENSG00000123728","RAP2C",57826
5465,5361,"ENSG00000123737","EXOSC9",5393
5466,57281,"ENSG00000123739","PLA2G12A",81579
5467,56550,"ENSG00000123810","B9D2",80776
5468,55736,"ENSG00000123815","ADCK4",79934
5469,5176,"ENSG00000123836","PFKFB2",5208
5470,718,"ENSG00000123838","C4BPA",722
5471,721,"ENSG00000123843","C4BPB",725
5472,,"ENSG00000123870","ZNF137",
5473,23435,"ENSG00000123892","RAB38",23682
5474,10730,"ENSG00000123901","GPR83",10888
5475,26906,"ENSG00000123908","EIF2C2",27161
5476,10461,"ENSG00000123933","MXD4",10608
5477,,"ENSG00000123965","PMS2L5",
5478,1155,"ENSG00000123975","CKS2",1164
5479,81649,"ENSG00000123977","WDR69",164781
5480,2166,"ENSG00000123983","ACSL3",2181
5481,55389,"ENSG00000123989","CHPF",79586
5482,23303,"ENSG00000123992","DNPEP",23549
5483,3598,"ENSG00000123999","INHA",3623
5484,77759,"ENSG00000124003","MOGAT1",116255
5485,23118,"ENSG00000124006","OBSL1",23363
5486,55646,"ENSG00000124019","FAM124B",79843
5487,6524,"ENSG00000124067","SLC12A4",6560
5488,58291,"ENSG00000124074","C16orf48",84080
5489,4134,"ENSG00000124089","MC3R",4159
5490,80039,"ENSG00000124091","GCNT7",140687
5491,80042,"ENSG00000124092","CTCFL",140690
5492,,"ENSG00000124097","HMGB1L1",
5493,77744,"ENSG00000124098","C20orf108",116151
5494,5234,"ENSG00000124102","PI3",5266
5495,83548,"ENSG00000124103","C20orf106",200232
5496,59866,"ENSG00000124104","SNX21",90203
5497,6552,"ENSG00000124107","SLPI",6590
5498,80038,"ENSG00000124116","WFDC3",140686
5499,55022,"ENSG00000124120","TTPAL",79183
5500,36853,"ENSG00000124126","PREX1",57580
5501,3762,"ENSG00000124134","KCNS1",3787
5502,36741,"ENSG00000124140","SLC12A5",57468
5503,110081,"ENSG00000124143","C20orf95",343578
5504,6349,"ENSG00000124145","SDC4",6385
5505,8151,"ENSG00000124151","NCOA3",8202
5506,31084,"ENSG00000124155","PIGT",51604
5507,6371,"ENSG00000124157","SEMG2",6407
5508,8708,"ENSG00000124159","MATN4",8785
5509,37000,"ENSG00000124160","NCOA5",57727
5510,9093,"ENSG00000124164","VAPB",9217
5511,58812,"ENSG00000124171","PARD6B",84612
5512,,"ENSG00000124172","ATP5E",
5513,58392,"ENSG00000124177","CHD6",84181
5514,5303,"ENSG00000124181","PLCG1",5335
5515,59159,"ENSG00000124191","C20orf100",84969
5516,6395,"ENSG00000124193","SFRS6",6431
5517,54837,"ENSG00000124194","GDAP1L1",78997
5518,80811,"ENSG00000124196","FAM112A",149699
5519,10417,"ENSG00000124198","ARFGEF2",10564
5520,36445,"ENSG00000124201","ZNFX1",57169
5521,79308,"ENSG00000124203","ZNF831",128611
5522,1895,"ENSG00000124205","EDN3",1908
5523,1423,"ENSG00000124207","CSE1L",1434
5524,,"ENSG00000124208","TMEM189-UBE2V1",
5525,36677,"ENSG00000124209","RAB22A",57403
5526,5708,"ENSG00000124212","PTGIS",5740
5527,6740,"ENSG00000124214","STAU1",6780
5528,37897,"ENSG00000124215","CDH26",60437
5529,6575,"ENSG00000124216","SNAI1",6615
5530,27049,"ENSG00000124217","MOCS3",27304
5531,8606,"ENSG00000124222","STX16",8675
5532,,"ENSG00000124224","PPP4R1L",
5533,36216,"ENSG00000124225","PMEPA1",56937
5534,35192,"ENSG00000124226","RNF114",55905
5535,80083,"ENSG00000124227","ANKRD60",140731
5536,34950,"ENSG00000124228","DDX27",55661
5537,11153,"ENSG00000124232","RBPJL",11317
5538,6370,"ENSG00000124233","SEMG1",6406
5539,79306,"ENSG00000124237","C20orf85",128602
5540,34942,"ENSG00000124243","BCAS4",55653
5541,38057,"ENSG00000124249","KCNK15",60598
5542,27041,"ENSG00000124251","TP53TG5",27296
5543,5073,"ENSG00000124253","PCK1",5105
5544,56741,"ENSG00000124256","ZBP1",81030
5545,80153,"ENSG00000124257","NEURL2",140825
5546,4084,"ENSG00000124260","MAGEA10",4109
5547,4526,"ENSG00000124275","MTRR",4552
5548,54912,"ENSG00000124279","FASTKD3",79072
5549,5152,"ENSG00000124299","PEPD",5184
5550,40978,"ENSG00000124302","CHST8",64377
5551,22851,"ENSG00000124313","IQSEC2",23096
5552,6805,"ENSG00000124333","VAMP7",6845
5553,3556,"ENSG00000124334","IL9R",3581
5554,7456,"ENSG00000124343","XG",7499
