gene,gene_gencodeV33,gene_id,chromosome,ASD72,ASD185,DD309,DD477,NDD373,NDD664,Satterstrom102,SCZ10,SCZ244,FDR_TADA_ASD,FDR_TADA_DD,FDR_TADA_NDD,p_TADA_ASD,p_TADA_DD,p_TADA_NDD,l10BF_ASD_PTV,l10BF_ASD_misB,l10BF_ASD_misA,l10BF_ASD_DEL,l10BF_ASD_DUP,l10BF_DD_PTV,l10BF_DD_misB,l10BF_DD_misA
ASH2L,ASH2L,ENSG00000129691,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.839711717,0.588621327,0.632654858,0.319911257,0.063094441,0.149930134,0,0.069048279,0,0,0,0.174108311,0.048186498,0
ACTN1,ACTN1,ENSG00000072110,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.771350066,0.67864665,0.657660272,0.17061287,0.098466911,0.171243647,0,0,0.197004369,0,0,0,0.051081767,0
ATF7IP,ATF7IP,ENSG00000171681,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889419379,0.330815606,0.421589678,0.627774947,0.01868848,0.052547004,0,0,0,0,0,0.68003524,0,0
HSP90AB1,HSP90AB1,ENSG00000096384,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.35614031,0.124670623,0.014169518,0.014318575,0.004492112,0.000454188,0.983805428,0,0,0,0,1.236096371,0,0
PDE10A,PDE10A,ENSG00000112541,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.272470384,0.183868445,0.016294399,0.008314965,0.007601686,0.000534565,0,0.895424768,0.039174318,0.096746373,0.120850307,1.02855434,0,0
RFX2,RFX2,ENSG00000087903,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.563755771,0.745961869,0.469508398,0.046082429,0.144071723,0.066648142,0,0.55701089,0.035346285,0,0,0,0,0
COPB1,COPB1,ENSG00000129083,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.876254443,0.746025611,0.823303384,0.508018598,0.14412906,0.521604586,0,0,0.003920607,0,0,0,0,0
RNF111,RNF111,ENSG00000157450,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889424576,0.67552301,0.780490923,0.627832469,0.096872102,0.367237607,0,0,0,0,0,0.057387269,0,0
TBC1D10B,TBC1D10B,ENSG00000169221,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.856418877,0.746089314,0.794196698,0.388658763,0.144186397,0.407762129,0.015798094,0,0.023465361,0,0,0,0,0
WDR33,WDR33,ENSG00000136709,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.378041063,0.746152976,0.29568645,0.016320712,0.144243734,0.026616041,0,0.773798812,0.03353133,0.060895238,0.072549872,0,0,0
NRG2,NRG2,ENSG00000158458,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.422162622,0.746216599,0.333598826,0.021062872,0.144301071,0.033083886,0.23576791,0.574641283,0.051320239,0,0,0,0,0
UBN2,UBN2,ENSG00000157741,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.166632386,0.664173523,0.098512269,0.003470791,0.0913562,0.005036259,0.722728219,0.703220048,0,0,0,0.078485576,0,0
UBR2,UBR2,ENSG00000024048,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.567072277,0.746280182,0.472668578,0.046937238,0.144358408,0.067689728,0.585937264,0,0,0,0,0,0,0
FAM193A,FAM193A,ENSG00000125386,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.837578042,0.226571545,0.273460157,0.312556148,0.010269693,0.02324307,0,0,0.073079157,0,0,0.925467133,0,0
SARS,SARS1,ENSG00000031698,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889429771,0.746343725,0.844055169,0.627889991,0.144415745,0.639531502,0,0,0,0,0,0,0,0
MLLT4,AFDN,ENSG00000130396,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889434966,0.349754613,0.436908313,0.627947513,0.020581651,0.056731045,0,0,0,0,0,0.194268409,0,0.459310099
SRCIN1,SRCIN1,ENSG00000017373,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.778310787,0.619163785,0.597628488,0.180352475,0.073020071,0.125247162,0.185456119,0,0,0,0,0.168217131,0,0
CACNA1D,CACNA1D,ENSG00000157388,3,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.04875383,0.746407229,0.031657807,0.000543172,0.144473083,0.001181566,0,1.445057331,0.437334708,0,0.074721484,0,0,0
ST5,DENND2B,ENSG00000166444,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.603666448,0.746470693,0.509660648,0.057642038,0.14453042,0.081107627,0.126341659,0.393072569,0,0,0,0,0,0
MAP3K1,MAP3K1,ENSG00000095015,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.80871845,0.746534117,0.732447997,0.234407431,0.144587757,0.264550498,0.129356585,0,0,0,0,0,0,0
COG3,COG3,ENSG00000136152,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.820162877,0.746597502,0.746920169,0.26131332,0.144645094,0.290486533,0,0,0.105911161,0,0,0,0,0
JAK1,JAK1,ENSG00000162434,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.325038659,0.746660848,0.252954123,0.011808558,0.144702431,0.02037356,0,1.043548795,0,0,0,0,0,0
RAB14,RAB14,ENSG00000119396,9,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.332608242,1.10E-08,1.16E-09,0.012385648,1.12E-10,1.29E-11,0,1.033461149,0,0,0,0,7.750259118,0
EVI5L,EVI5L,ENSG00000142459,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.88944016,0.746724154,0.84406394,0.628005035,0.144759768,0.639591094,0,0,0,0,0,0,0,0
DYRK1A,DYRK1A,ENSG00000157540,21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2.68E-10,0,0,2.92E-13,0,0,9.417198324,0.245934228,0.104529728,0,0,137.5096445,15.6991262,0
NEURL4,NEURL4,ENSG00000215041,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.606782657,0.74678742,0.512343367,0.058674402,0.144817105,0.08217732,0,0,0.514719192,0,0,0,0,0
DAB1,DAB1,ENSG00000173406,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.738745885,0.746850648,0.652238969,0.133789516,0.144874442,0.166313468,0.209122876,0,0.049226774,0,0,0,0,0
KCNH4,KCNH4,ENSG00000089558,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.698491498,0.746913836,0.606951208,0.101969181,0.144931779,0.131312812,0,0,0.337865591,0,0,0,0,0
ARHGEF11,ARHGEF11,ENSG00000132694,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.794188097,0.746976984,0.715418078,0.205911514,0.144989116,0.238070413,0,0,0.156410973,0,0,0,0,0
CCAR1,CCAR1,ENSG00000060339,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.813862024,0.747040094,0.739034892,0.245951202,0.145046454,0.275923056,0,0,0.118551814,0,0,0,0,0
THSD7A,THSD7A,ENSG00000005108,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889445353,0.747103164,0.844072708,0.628062557,0.145103791,0.639650685,0,0,0,0,0,0,0,0
SOX6,SOX6,ENSG00000110693,11,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.47206014,0.164369213,0.040520854,0.027868432,0.006507834,0.001601324,0.445012869,0.287922517,0.030931368,0,0,0.943120452,0.149921682,0
FGFR1,FGFR1,ENSG00000077782,8,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.384018471,0.000157292,1.26E-05,0.016904297,2.56E-06,2.13E-07,0.159679431,0.751113974,0.01839481,0,0,0.068570754,3.865817242,0
TTYH3,TTYH3,ENSG00000136295,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.864251454,0.747166195,0.805773096,0.42962928,0.145161128,0.447772679,0.024944802,0,0,0,0,0,0,0
ROCK2,ROCK2,ENSG00000134318,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.232045056,0.541310785,0.085062908,0.006182094,0.050606959,0.004135253,0,1.215049788,0.030695007,0,0,0,0,0.308108144
ANKS1B,ANKS1B,ENSG00000185046,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.7893216,0.747229187,0.71000669,0.197528601,0.145218465,0.230435291,0.165126638,0,0,0,0,0,0,0
NFASC,NFASC,ENSG00000163531,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.706628073,0.74729214,0.616051905,0.107521167,0.145275802,0.13757117,0,0,0.321461606,0,0,0,0,0
WASF1,WASF1,ENSG00000112290,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889450545,0.454958674,0.542851416,0.628120079,0.034049111,0.095413369,0,0,0,0,0,0,0,0.457941587
SENP6,SENP6,ENSG00000112701,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889455736,0.747355053,0.844081476,0.628177601,0.145333139,0.639710277,0,0,0,0,0,0,0,0
CSNK1A1,CSNK1A1,ENSG00000113712,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.206847883,0.747417928,0.148930862,0.005034864,0.145390476,0.008977765,0,0.8231707,0,0.497445354,0,0,0,0
WDR48,WDR48,ENSG00000114742,3,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.437737605,0.001156161,0.000221559,0.023006162,2.18E-05,4.53E-06,0,0.829916117,0.001834678,0,0,2.855283814,0.146267977,0
GCLM,GCLM,ENSG00000023909,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.87597785,0.747480764,0.822902141,0.505948799,0.145447813,0.519698575,0,0,0.004425082,0,0,0,0,0
RPS8,RPS8,ENSG00000142937,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889460926,0.492441718,0.575059443,0.628235123,0.040450613,0.111859953,0,0,0,0,0,0,0.394991716,0
FAF2,FAF2,ENSG00000113194,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.836404506,0.644043345,0.687068168,0.308623797,0.082523423,0.201570663,0,0,0.075679795,0,0,0,0,0.123211318
HS6ST3,HS6ST3,ENSG00000185352,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.747353182,0.74754356,0.661993939,0.142317116,0.14550515,0.175320366,0,0,0.241633308,0,0,0,0,0
RBM4,RBM4,ENSG00000173933,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.804301896,0.747606318,0.727188234,0.225140477,0.145562488,0.255945347,0.058280823,0.033272276,0.045724742,0,0,0,0,0
CSNK1G1,CSNK1G1,ENSG00000169118,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.786859335,0.747669037,0.707489771,0.193482053,0.145619825,0.227000038,0,0,0.169025265,0,0,0,0,0
ACACA,ACACA,ENSG00000132142,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.716209264,0.747731717,0.62719714,0.114573279,0.145677162,0.145725373,0.043711125,0,0.25653956,0,0,0,0,0
COL11A1,COL11A1,ENSG00000060718,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889466116,0.747794358,0.844090242,0.628292645,0.145734499,0.639769868,0,0,0,0,0,0,0,0
U2AF1,U2AF1,ENSG00000160201,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8755283,0.691866498,0.804631079,0.502614404,0.105604706,0.443554488,0,0,0.005328588,0,0,0,0.021034805,0
TPX2,TPX2,ENSG00000088325,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889471304,0.74785696,0.844099006,0.628350167,0.145791836,0.639829459,0,0,0,0,0,0,0,0
NUMA1,NUMA1,ENSG00000137497,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.627390101,0.592493542,0.415253104,0.06606141,0.064260462,0.050897632,0.366365551,0,0.109324381,0,0,0,0,0.215350236
NR2F2,NR2F2,ENSG00000185551,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.715564958,0.084899815,0.054500797,0.114080264,0.002746526,0.002321308,0.243312822,0,0.058649747,0,0,0.674126283,0.752768916,0
TCF4,TCF4,ENSG00000196628,18,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.001803644,0,0,8.74E-06,0,0,2.229642661,0,0,0.987880302,0,49.90126572,19.4105939,1.393808711
TRAF6,TRAF6,ENSG00000175104,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889476492,0.747919524,0.844107769,0.628407689,0.145849173,0.639889051,0,0,0,0,0,0,0,0
RSRC2,RSRC2,ENSG00000111011,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889481678,0.747982049,0.844116531,0.628465211,0.14590651,0.639948642,0,0,0,0,0,0,0,0
SNRPA1,SNRPA1,ENSG00000131876,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.670248302,0.748044535,0.576747675,0.085346475,0.145963847,0.112803374,0.320301064,0,0.072430728,0,0,0,0,0
SNW1,SNW1,ENSG00000100603,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.873720845,0.160318614,0.224448375,0.489567735,0.006289403,0.016754195,0,0,0.008796271,0,0,0,1.102240768,0
NXN,NXN,ENSG00000167693,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889486864,0.748106983,0.844125291,0.628522733,0.146021184,0.640008234,0,0,0,0,0,0,0,0
CCT4,CCT4,ENSG00000115484,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.754589363,0.748169392,0.669329634,0.15009169,0.146078521,0.182511326,0.205522779,0,0.023388775,0,0,0,0,0
SAMD4A,SAMD4A,ENSG00000020577,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.878306461,0.615489923,0.703417534,0.52383306,0.0717324,0.221589932,0,0,0.000890265,0,0,0.174485848,0,0
ZMIZ2,ZMIZ2,ENSG00000122515,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.808692316,0.748231762,0.732413021,0.234350889,0.146135859,0.264491922,0,0,0.129367583,0,0,0,0,0
ANP32A,ANP32A,ENSG00000140350,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.807824486,0.126013094,0.133798758,0.23248526,0.004555695,0.007696292,0.062739766,0,0.068387313,0,0,0.640376392,0.591543536,0
GPM6A,GPM6A,ENSG00000150625,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.859236732,0.748294094,0.798427844,0.402631989,0.146193196,0.421704167,0,0,0.03460072,0,0,0,0,0
ITCH,ITCH,ENSG00000078747,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.429712445,0.748356387,0.339223837,0.02198595,0.146250533,0.034131145,0.411029626,0.41536692,0.024683781,0,0,0,0,0
XRCC6,XRCC6,ENSG00000196419,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.141814315,0.748418642,0.098848888,0.002670491,0.14630787,0.005059669,0.204152585,1.099711336,0,0.096538394,0.103551385,0,0,0
AGO4,AGO4,ENSG00000134698,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.031396172,0.748480859,0.020567573,0.000300362,0.146365207,0.000703137,0.022058457,2.082070472,0,0,0,0,0,0
DDX39B,DDX39B,ENSG00000198563,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.79948592,0.494734302,0.498188889,0.215659763,0.040877809,0.076688231,0,0,0.145802882,0,0,0.39222107,0,0
ZNF536,ZNF536,ENSG00000198597,19,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.122411441,0.542940164,0.039464523,0.002112406,0.050988672,0.001549677,0.843608014,0,0.134328094,0.596586516,0,0.306982488,0,0
HNRNPA2B1,HNRNPA2B1,ENSG00000122566,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.626434616,0.071299726,0.029751475,0.06569529,0.002211888,0.001095486,0.046241004,0.398868739,0.032400077,0,0,1.48983569,0,0
EWSR1,EWSR1,ENSG00000182944,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.789959085,0.748543037,0.710848486,0.198596934,0.146422544,0.231600299,0,0,0.163824386,0,0,0,0,0
NUMBL,NUMBL,ENSG00000105245,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.726529793,0.748605176,0.63975757,0.122866916,0.146479881,0.155626434,0.202682587,0,0.075282678,0,0,0,0,0
STRBP,STRBP,ENSG00000165209,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.77541866,0.700508068,0.69245918,0.176207913,0.11064429,0.20788684,0.190038812,0,0,0,0,0,0,0.001697988
CPEB1,CPEB1,ENSG00000214575,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889492049,0.748667278,0.84413405,0.628580255,0.146537218,0.640067825,0,0,0,0,0,0,0,0
FOXP2,FOXP2,ENSG00000128573,7,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.25524518,8.94E-08,1.05E-08,0.007356565,9.88E-10,1.27E-10,0.421303028,0.6003614,0.162452557,0,0,5.983642315,0.748918521,0
RXRB,RXRB,ENSG00000204231,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.851240823,0.457615737,0.518396596,0.364970391,0.03446892,0.08464405,0,0,0.048647424,0,0,0.453630595,0,0
SP2,SP2,ENSG00000167182,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.727181842,0.748729341,0.64051997,0.123417493,0.146594555,0.156253856,0,0.277219525,0,0,0,0,0,0
AQR,AQR,ENSG00000021776,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.746977319,0.748791366,0.661330869,0.141928937,0.146651892,0.174688439,0,0,0.242624009,0,0,0,0,0
SEMA3F,SEMA3F,ENSG00000001617,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889497233,0.748853352,0.844142807,0.628637777,0.14670923,0.640127417,0,0,0,0,0,0,0,0
SMG7,SMG7,ENSG00000116698,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.425792706,0.748915301,0.336299917,0.021501802,0.146766567,0.033583809,0,0.771235845,0.085609218,0,0,0,0,0
SRP54,SRP54,ENSG00000100883,14,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.238593799,0.016038816,0.000861717,0.006501031,0.000387208,1.99E-05,0.789957468,0,0.027529421,0.312944581,0.093949941,0,2.077328153,0
KDM3A,KDM3A,ENSG00000115548,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.288173477,0.748977211,0.217823419,0.009265292,0.146823904,0.015972732,0.41066699,0.712237547,0,0,0,0,0,0
FRS2,FRS2,ENSG00000166225,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.838943387,0.537538063,0.581147805,0.317231053,0.04973516,0.115304411,0,0,0.070371882,0,0,0,0,0.314271745
BRD2,BRD2,ENSG00000204256,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.772795763,0.749039083,0.6903097,0.172570374,0.146881241,0.205336262,0.194527243,0,0,0,0,0,0,0
ADAMTS6,ADAMTS6,ENSG00000049192,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.795632263,0.749100917,0.7173031,0.208502004,0.146938578,0.240812452,0.149121411,0,0.004610703,0,0,0,0,0
GIT1,GIT1,ENSG00000108262,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.541428967,0.630796929,0.372734751,0.040749587,0.077285452,0.04089308,0,0.469511083,0.163532969,0,0,0,0,0.146221318
ATP13A3,ATP13A3,ENSG00000133657,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.818499001,0.749162714,0.744939815,0.257115771,0.146995915,0.286725728,0.080075475,0,0.029847135,0,0,0,0,0
RAB2A,RAB2A,ENSG00000104388,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.298173128,0.38746472,0.062814126,0.009911775,0.024788496,0.002781776,0.938284594,0.136713033,0.034159201,0,0,0,0,0.578430238
ASAP2,ASAP2,ENSG00000151693,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.848249525,0.749224472,0.782868909,0.352337068,0.147053252,0.37380745,0,0.053868843,0,0,0,0,0,0
PRKAR2B,PRKAR2B,ENSG00000005249,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889502416,0.749286192,0.844151562,0.628695299,0.147110589,0.640187008,0,0,0,0,0,0,0,0
SMARCB1,SMARCB1,ENSG00000099956,22,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.516395289,4.05E-07,7.24E-08,0.035519856,4.72E-09,9.58E-10,0,0.678080271,0,0,0,0,6.155313641,0.196122879
STAT5B,STAT5B,ENSG00000173757,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.680940511,0.602796503,0.481165195,0.091202111,0.067488035,0.070566542,0.219626866,0,0.152832887,0,0,0,0,0.196412116
SYCP1,SYCP1,ENSG00000198765,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889507599,0.749347874,0.844160317,0.628752821,0.147167926,0.640246599,0,0,0,0,0,0,0,0
YTHDF3,YTHDF3,ENSG00000185728,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.846163036,0.417078293,0.471724423,0.343938896,0.028545837,0.067376977,0.057828913,0,0,0,0,0.530607633,0,0
ARHGAP44,ARHGAP44,ENSG00000006740,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.107810558,0.749409518,0.072577467,0.001736415,0.147225264,0.003355285,1.046941981,0.187222476,0.016219684,0.073234866,0.300453929,0,0,0
MAP2K4,MAP2K4,ENSG00000065559,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.828978971,0.121980091,0.143796152,0.285454792,0.004365719,0.008532937,0.036868656,0,0.053571843,0,0,0.42601446,0.815133396,0
WDR1,WDR1,ENSG00000071127,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.88951278,0.49897603,0.582303714,0.628810343,0.04168002,0.115972072,0,0,0,0,0,0.383186825,0,0
NR2C2,NR2C2,ENSG00000177463,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.432522416,0.749471125,0.342838319,0.022339232,0.147282601,0.0348174,0.800211819,0,0.043870259,0,0,0,0,0
ARHGAP23,ARHGAP23,ENSG00000225485,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.88951796,0.749532693,0.84416907,0.628867865,0.147339938,0.640306191,0,0,0,0,0,0,0,0
SEMA6A,SEMA6A,ENSG00000092421,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.541869637,0.179195473,0.064988028,0.040848373,0.007332784,0.002906585,0.632425727,0,0,0,0,1.042556483,0,0
BCL3,BCL3,ENSG00000069399,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.848886174,0.369320365,0.424237047,0.354965896,0.022691498,0.053249533,0,0,0.052762209,0,0,0.621592959,0,0
MGAT1,MGAT1,ENSG00000131446,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.642285559,0.749594224,0.547455964,0.072102194,0.147397275,0.097596309,0.239725504,0,0.209134587,0,0,0,0,0
SOCS6,SOCS6,ENSG00000170677,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.88952314,0.749655717,0.844177821,0.628925387,0.147454612,0.640365782,0,0,0,0,0,0,0,0
AFF3,AFF3,ENSG00000144218,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.577226449,0.000399552,9.93E-05,0.049665052,7.04E-06,1.91E-06,0.436832947,0,0.131431608,0,0,0,0,3.549839661
FNDC3A,FNDC3A,ENSG00000102531,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889528319,0.749717172,0.844186571,0.628982909,0.147511949,0.640425374,0,0,0,0,0,0,0,0
DPYSL3,DPYSL3,ENSG00000113657,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.663985018,0.74977859,0.570213953,0.082136698,0.147569286,0.109200536,0,0,0.405808628,0,0,0,0,0
C17orf85,NCBP3,ENSG00000074356,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.77703326,0.521012253,0.504756004,0.178503827,0.04609927,0.079187259,0,0,0.187708332,0,0,0.102804677,0,0.238430677
