gene,gene_gencodeV33,gene_id,chromosome,ASD72,ASD185,DD309,DD477,NDD373,NDD664,Satterstrom102,SCZ10,SCZ244,FDR_TADA_ASD,FDR_TADA_DD,FDR_TADA_NDD,p_TADA_ASD,p_TADA_DD,p_TADA_NDD,l10BF_ASD_PTV,l10BF_ASD_misB,l10BF_ASD_misA,l10BF_ASD_DEL,l10BF_ASD_DUP,l10BF_DD_PTV,l10BF_DD_misB,l10BF_DD_misA
SLC22A16,SLC22A16,ENSG00000004809,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.909437777,0.911676233,0.876521152,0.958699183,0.93744522,0.957570909,0,0,0,0,0,0,0,0
CHURC1,CHURC1,ENSG00000258289,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.909440107,0.911678482,0.876525371,0.958756705,0.937502557,0.957630501,0,0,0,0,0,0,0,0
OR4F6,OR4F6,ENSG00000184140,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.882865453,0.911680731,0.833863544,0.562314877,0.937559895,0.576364597,1.93E-16,0,0,0,0,0,0,0
MC2R,MC2R,ENSG00000185231,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.877252699,0.91168298,0.824884728,0.515608821,0.937617232,0.529229579,0,0,0.002200124,0,0,0,0,0
HIST1H2AI,H2AC13,ENSG00000196747,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.842930914,0.911685229,0.775743409,0.331549665,0.937674569,0.354639075,0,0,0.063792753,0,0,0,0,0
C1orf145,OBSCN-AS1,ENSG00000162913,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.909442437,0.911687477,0.87652959,0.958814227,0.937731906,0.957690092,0,0,0,0,0,0,0,0
PEX12,PEX12,ENSG00000108733,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.909444766,0.911689725,0.876533807,0.958871749,0.937789243,0.957749683,0,0,0,0,0,0,0,0
POM121L2,POM121L2,ENSG00000158553,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.909447095,0.911691973,0.876538025,0.958929271,0.93784658,0.957809275,0,0,0,0,0,0,0,0
TIMM10,TIMM10,ENSG00000134809,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.87136832,0.91169422,0.816101594,0.473423737,0.937903917,0.489039716,0,0,0.012159253,0,0,0,0,0
C11orf1,C11orf1,ENSG00000137720,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.887819116,0.911696467,0.841971331,0.610518338,0.937961254,0.625646702,9.64E-17,0,0,0,0,0,0,0
ZNF695,ZNF695,ENSG00000197472,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.887824591,0.911698714,0.84198045,0.61057586,0.938018591,0.625706293,9.64E-17,0,0,0,0,0,0,0
TRAPPC2P1,TRAPPC2B,ENSG00000256060,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.909449423,0.911700961,0.876542242,0.958986793,0.938075929,0.957868866,0,0,0,0,0,0,0,0
AC003101.1,AC003101.1,ENSG00000228768,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.909451752,0.911703207,0.876546458,0.959044315,0.938133266,0.957928458,0,0,0,0,0,0,0,0
CXCL3,CXCL3,ENSG00000163734,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.90945408,0.911705453,0.876550674,0.959101837,0.938190603,0.957988049,0,0,0,0,0,0,0,0
RP11-664D7.4,C8orf34-AS1,ENSG00000248801,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.909456407,0.911707699,0.876554889,0.959159359,0.93824794,0.958047641,0,0,0,0,0,0,0,0
PMAIP1,PMAIP1,ENSG00000141682,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.909458735,0.911709945,0.876559104,0.959216881,0.938305277,0.958107232,0,0,0,0,0,0,0,0
OR56B3P,OR56B3P,ENSG00000180913,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.909461062,0.91171219,0.876563319,0.959274403,0.938362614,0.958166823,0,0,0,0,0,0,0,0
TMEM221,TMEM221,ENSG00000188051,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.909463389,0.911714435,0.876567533,0.959331925,0.938419951,0.958226415,0,0,0,0,0,0,0,0
DEFB107A,DEFB107A,ENSG00000186572,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.909465716,0.91171668,0.876571746,0.959389447,0.938477288,0.958286006,0,0,0,0,0,0,0,0
ULBP2,ULBP2,ENSG00000131015,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.734161611,0.911718925,0.647484859,0.129536397,0.938534625,0.162136307,0,0.266215988,0,0,0,0,0,0
CTC-236F12.4,LINC01948,ENSG00000248727,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.909468043,0.911721169,0.876575959,0.959446969,0.938591962,0.958345598,0,0,0,0,0,0,0,0
VTCN1,VTCN1,ENSG00000134258,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.887830065,0.911723413,0.841989567,0.610633382,0.9386493,0.625765884,9.64E-17,0,0,0,0,0,0,0
RP11-45H22.3,AC112198.3,ENSG00000249016,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.909470369,0.911725657,0.876580172,0.959504491,0.938706637,0.958405189,0,0,0,0,0,0,0,0
RP11-738G5.2,AC090155.1,ENSG00000253206,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.909472695,0.9117279,0.876584384,0.959562013,0.938763974,0.95846478,0,0,0,0,0,0,0,0
ZG16B,ZG16B,ENSG00000162078,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.90947502,0.911730144,0.876588595,0.959619535,0.938821311,0.958524372,0,0,0,0,0,0,0,0
ZNF550,ZNF550,ENSG00000251369,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.879823284,0.911732387,0.828907304,0.536084832,0.938878648,0.549488867,3.86E-16,0,0,0,0,0,0,0
OR5AN1,OR5AN1,ENSG00000176495,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.909477346,0.911734629,0.876592806,0.959677057,0.938935985,0.958583963,0,0,0,0,0,0,0,0
OR6P1,OR6P1,ENSG00000186440,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.909479671,0.911736872,0.876597017,0.959734579,0.938993322,0.958643555,0,0,0,0,0,0,0,0
CLDN24,CLDN24,ENSG00000185758,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.909481996,0.911739114,0.876601227,0.959792101,0.939050659,0.958703146,0,0,0,0,0,0,0,0
FBXL22,FBXL22,ENSG00000197361,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.87171145,0.911741356,0.816613125,0.475721431,0.939107996,0.491241546,0,0,0.01162421,0,0,0,0,0
HLA-DRB5,HLA-DRB5,ENSG00000198502,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.90948432,0.911743598,0.876605436,0.959849623,0.939165333,0.958762738,0,0,0,0,0,0,0,0
RPS17,RPS17,ENSG00000184779,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.909486645,0.911745839,0.876609646,0.959907145,0.939222671,0.958822329,0,0,0,0,0,0,0,0
SVIP,SVIP,ENSG00000198168,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.909488969,0.91174808,0.876613854,0.959964667,0.939280008,0.95888192,0,0,0,0,0,0,0,0
ZNF417,ZNF417,ENSG00000173480,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.882871835,0.911750321,0.833874083,0.562372399,0.939337345,0.576424189,1.93E-16,0,0,0,0,0,0,0
PSG9,PSG9,ENSG00000183668,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.909491293,0.911752562,0.876618062,0.960022189,0.939394682,0.958941512,0,0,0,0,0,0,0,0
FAM150A,ALKAL1,ENSG00000196711,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.862877721,0.911754802,0.803685443,0.421945308,0.939452019,0.440109226,0,0,0.027726083,0,0,0,0,0
VSTM5,VSTM5,ENSG00000214376,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.887835537,0.911757042,0.841998683,0.610690904,0.939509356,0.625825476,9.64E-17,0,0,0,0,0,0,0
C9orf129,C9orf129,ENSG00000204352,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.812038188,0.911759282,0.736870672,0.241761564,0.939566693,0.272110584,0,0.122465308,0,0,0,0,0,0
C21orf90,TSPEAR-AS2,ENSG00000182912,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.909493616,0.911761522,0.87662227,0.960079711,0.93962403,0.959001103,0,0,0,0,0,0,0,0
HLA-DOA,HLA-DOA,ENSG00000204252,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.862016866,0.911763761,0.802445306,0.417244387,0.939681367,0.435654937,0,0,0.029208293,0,0,0,0,0
